id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
f6a9b2573036f8cd,شهاب الدین حبیبی خوزانی i do not quite understand your removal of the prod tag people at the translation desk have examined this article and decided it should be deleted as is clear from the link on the page what more do you expect from letting the translation process run its course 討論,0,0,0,0,0,0
8c43bcbcc4cc16b9,quit removing the status unclear table please domestication is not completely cut and dry there are definitely animals that are domesticated by some standards definitions and not by others and at least one animal on the table you keep removing is in my opinion pretty clearly a domesticated animal considering how many morphs of leopard geckos have been bred some of the animals on that table may not belong there i kind of did a copypaste of a bunch that had been deleted from the first table but at least some of them are possibly to probably domesticated depending on what definition you use and if you leave them on the page in the status unclear table then people will presumably stop adding them to the main table which gets rid of the truly frustrating hey why is not foo on this table hey what is foo doing on this table hey why is not foo on this table add delete cycle,0,0,0,0,0,0
68f1e4943dc9a73e,20 it my understanding that a commercial bank is the term used for depositor savings and loan banks and investment bank is the term used for investing wall street gambling banks this seperation created by glass steagal has been dissolved by the gramm leach bliley act the volcker rule seems to be glass steagal lite thc loadee 16 17 8 june,0,0,0,0,0,0
532d3dddb70cfb37,hi tbhotch can you revisit this flc when you get the chance thanks,0,0,0,0,0,0
24abb6eaea97f43d,whatever fucking block me then you punk ass bitch i do not give a flying fuck you obviously just go around making sure that random ass wiki pages are safe for everyone and do not have complete information if you blcok me i will continue to send you these messages and when i am unblocked the fires from hell will be unleashed upon wikipedia you want to see some vandalism just as i did with islam christianity and miracle whip in the past i will do to anything i see with your fucking faggot ass signature on it seriously do you have to be such a whinny cock sucking dickhead can you even respond to these it does not seem like it you just put all this horseshit on here and think that your place of authority on wikipedia makes you a big person you are probably that kid that people thought would kill everyone in high school really i hope you get blocked from wiki edits fuck you to death,1,1,1,0,1,0
f5bd637baaa1a0ed,asshole fuck off,1,1,1,0,1,0
58a7701128e55aa9,i will flay you everywhere thunder fking wildly i shall enjoy those screams without agony as gigantic molten fountains flowed across the floor of my basement,1,1,0,1,0,0
d82e45eb103ad07b,fuck off you stupid aspy asshole,1,1,1,0,1,0
6d480730311b667e,i i should had not said,1,1,1,1,1,0
981e9f0820c6a97e,hey you fucking jew why they fuck did you win custody of my kid that day you aussie jew you fat basturd going to hannucka,1,1,1,0,1,1
319804563a68431a,suck me please fall in maine a burp kiss,1,1,1,0,1,0
767e21c03ee03b9b,raeky being a professional in a related field does not give an editor a coi otherwise mds could not edit medical articles and dentists could not edit dental articles etc if you disagree please indicate which category of coi you feel dvmt belongs to and take your concerns to the relevant noticeboard to get consensus and set a precedent at wikipedia for editors editing articles related to their profession otherwise please keep your comments here specific to the text and sources and not about other editors ie remain wp civil what needs to be established here is if the few sources that are against the grain and are highly critical of the efficacy of manipulation are noteworthy or simply represent a wp fringe view imo ernst podsanski are the only 2 authors who make bold statements about manipulation such as not effective whereas the bulk of sources suggest equivalency with usual medical care and other conservative options thus i see ernst podsanski as outliers or fringe with regard to this specific topic of manipulation for back pain even source 4 which you noted says equal to sham still suggests equivalency with other therapies for back pain including usual medical care doc james you seem to want to omit the common finding by multiple high quality sources that manipulation is equivalent to usual medical care and physiotherapy for back pain does not policy indicate that the majority view gets more weight which theme has more weight among the available secondary sources 1 that manipulation is not effective for back pain or 2 that manipulation is equal to usual medical care for back pain i think that we will need to decide how much weight each idea should get hopefully this rfc will help also you say you like the current text but how does the current text may be as effective as other manual therapies reflect the well sourced fact that manipulation is also equivalent to usual medical care for back pain treatment,0,0,0,0,0,0
10e1a74087905395,these links show that some software distributed through softpedia have malware just in case that you guys want to keep the article the users should be warned http news cnet com 8301 27080_3 20006502 245 html http www zdnet co uk news security threats 2010 06 02 free mac apps cause high risk spyware installation 40089100 http www zdnet com news free apps install spyware on macs 429788 http www macworld com article 151667 2010 06 mac_shareware_spyware html http www liquida com page 7350162 http www liquida com page 7309357,0,0,0,0,0,0
1148afb7f5e6c842,you can suck my dick or prick,1,1,1,0,0,0
